src,dst,type
Event:B:186,Enterprise:Enterprise0,TARGETS
Event:R:184,Event:B:186,TRIGGERS
Agent:Red,Event:R:187,PERFORMS
Event:R:187,ATTACK:T1210,USES_TECHNIQUE
Event:R:187,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:187,PERFORMS
Event:B:187,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:188,PERFORMS
Event:R:188,ATTACK:T1068,USES_TECHNIQUE
Event:R:188,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:188,PERFORMS
Event:B:188,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:188,Enterprise:Enterprise0,TARGETS
Event:R:186,Event:B:188,TRIGGERS
Agent:Red,Event:R:189,PERFORMS
Event:R:189,ATTACK:T1210,USES_TECHNIQUE
Event:R:189,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:189,PERFORMS
Event:B:189,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:190,PERFORMS
Event:R:190,ATTACK:T1068,USES_TECHNIQUE
Event:R:190,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:190,PERFORMS
Event:B:190,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:190,Enterprise:Enterprise0,TARGETS
Event:R:188,Event:B:190,TRIGGERS
Agent:Red,Event:R:191,PERFORMS
Event:R:191,ATTACK:T1210,USES_TECHNIQUE
Event:R:191,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:191,PERFORMS
Event:B:191,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:192,PERFORMS
Event:R:192,ATTACK:T1068,USES_TECHNIQUE
Event:R:192,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:192,PERFORMS
Event:B:192,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:192,Enterprise:Enterprise0,TARGETS
Event:R:190,Event:B:192,TRIGGERS
Agent:Red,Event:R:193,PERFORMS
Event:R:193,ATTACK:T1210,USES_TECHNIQUE
Event:R:193,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:193,PERFORMS
Event:B:193,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:194,PERFORMS
Event:R:194,ATTACK:T1068,USES_TECHNIQUE
Event:R:194,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:194,PERFORMS
Event:B:194,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:194,Enterprise:Enterprise0,TARGETS
Event:R:192,Event:B:194,TRIGGERS
Agent:Red,Event:R:195,PERFORMS
Event:R:195,ATTACK:T1210,USES_TECHNIQUE
Event:R:195,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:195,PERFORMS
Event:B:195,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:196,PERFORMS
Event:R:196,ATTACK:T1068,USES_TECHNIQUE
Event:R:196,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:196,PERFORMS
Event:B:196,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:196,Enterprise:Enterprise0,TARGETS
Event:R:194,Event:B:196,TRIGGERS
Agent:Red,Event:R:197,PERFORMS
Event:R:197,ATTACK:T1210,USES_TECHNIQUE
Event:R:197,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:197,PERFORMS
Event:B:197,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:198,PERFORMS
Event:R:198,ATTACK:T1068,USES_TECHNIQUE
Event:R:198,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:198,PERFORMS
Event:B:198,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:198,Enterprise:Enterprise0,TARGETS
Event:R:196,Event:B:198,TRIGGERS
Agent:Red,Event:R:199,PERFORMS
Event:R:199,ATTACK:T1210,USES_TECHNIQUE
Event:R:199,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:199,PERFORMS
Event:B:199,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:200,PERFORMS
Event:R:200,ATTACK:T1068,USES_TECHNIQUE
Event:R:200,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:200,PERFORMS
Event:B:200,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:200,Enterprise:Enterprise0,TARGETS
Event:R:198,Event:B:200,TRIGGERS
Agent:Red,Event:R:201,PERFORMS
Event:R:201,ATTACK:T1210,USES_TECHNIQUE
Event:R:201,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:201,PERFORMS
Event:B:201,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:202,PERFORMS
Event:R:202,ATTACK:T1068,USES_TECHNIQUE
Event:R:202,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:202,PERFORMS
Event:B:202,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:202,Enterprise:Enterprise0,TARGETS
Event:R:200,Event:B:202,TRIGGERS
Agent:Red,Event:R:203,PERFORMS
Event:R:203,ATTACK:T1210,USES_TECHNIQUE
Event:R:203,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:203,PERFORMS
Event:B:203,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:204,PERFORMS
Event:R:204,ATTACK:T1068,USES_TECHNIQUE
Event:R:204,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:204,PERFORMS
Event:B:204,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:204,Enterprise:Enterprise0,TARGETS
Event:R:202,Event:B:204,TRIGGERS
Agent:Red,Event:R:205,PERFORMS
Event:R:205,ATTACK:T1210,USES_TECHNIQUE
Event:R:205,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:205,PERFORMS
Event:B:205,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:206,PERFORMS
Event:R:206,ATTACK:T1068,USES_TECHNIQUE
Event:R:206,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:206,PERFORMS
Event:B:206,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:206,Enterprise:Enterprise0,TARGETS
Event:R:204,Event:B:206,TRIGGERS
Agent:Red,Event:R:207,PERFORMS
Event:R:207,ATTACK:T1210,USES_TECHNIQUE
Event:R:207,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:207,PERFORMS
Event:B:207,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:208,PERFORMS
Event:R:208,ATTACK:T1068,USES_TECHNIQUE
Event:R:208,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:208,PERFORMS
Event:B:208,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:208,Enterprise:Enterprise0,TARGETS
Event:R:206,Event:B:208,TRIGGERS
Agent:Red,Event:R:209,PERFORMS
Event:R:209,ATTACK:T1210,USES_TECHNIQUE
Event:R:209,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:209,PERFORMS
Event:B:209,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:210,PERFORMS
Event:R:210,ATTACK:T1068,USES_TECHNIQUE
Event:R:210,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:210,PERFORMS
Event:B:210,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:210,Enterprise:Enterprise0,TARGETS
Event:R:208,Event:B:210,TRIGGERS
Agent:Red,Event:R:211,PERFORMS
Event:R:211,ATTACK:T1210,USES_TECHNIQUE
Event:R:211,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:211,PERFORMS
Event:B:211,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:212,PERFORMS
Event:R:212,ATTACK:T1068,USES_TECHNIQUE
Event:R:212,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:212,PERFORMS
Event:B:212,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:212,Enterprise:Enterprise0,TARGETS
Event:R:210,Event:B:212,TRIGGERS
Agent:Red,Event:R:213,PERFORMS
Event:R:213,ATTACK:T1210,USES_TECHNIQUE
Event:R:213,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:213,PERFORMS
Event:B:213,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:214,PERFORMS
Event:R:214,ATTACK:T1068,USES_TECHNIQUE
Event:R:214,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:214,PERFORMS
Event:B:214,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:214,Enterprise:Enterprise0,TARGETS
Event:R:212,Event:B:214,TRIGGERS
Agent:Red,Event:R:215,PERFORMS
Event:R:215,ATTACK:T1210,USES_TECHNIQUE
Event:R:215,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:215,PERFORMS
Event:B:215,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:216,PERFORMS
Event:R:216,ATTACK:T1068,USES_TECHNIQUE
Event:R:216,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:216,PERFORMS
Event:B:216,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:216,Enterprise:Enterprise0,TARGETS
Event:R:214,Event:B:216,TRIGGERS
Agent:Red,Event:R:217,PERFORMS
Event:R:217,ATTACK:T1210,USES_TECHNIQUE
Event:R:217,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:217,PERFORMS
Event:B:217,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:218,PERFORMS
Event:R:218,ATTACK:T1068,USES_TECHNIQUE
Event:R:218,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:218,PERFORMS
Event:B:218,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:218,Enterprise:Enterprise0,TARGETS
Event:R:216,Event:B:218,TRIGGERS
Agent:Red,Event:R:219,PERFORMS
Event:R:219,ATTACK:T1210,USES_TECHNIQUE
Event:R:219,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:219,PERFORMS
Event:B:219,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:220,PERFORMS
Event:R:220,ATTACK:T1068,USES_TECHNIQUE
Event:R:220,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:220,PERFORMS
Event:B:220,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:220,Enterprise:Enterprise0,TARGETS
Event:R:218,Event:B:220,TRIGGERS
Agent:Red,Event:R:221,PERFORMS
Event:R:221,ATTACK:T1210,USES_TECHNIQUE
Event:R:221,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:221,PERFORMS
Event:B:221,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:222,PERFORMS
Event:R:222,ATTACK:T1068,USES_TECHNIQUE
Event:R:222,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:222,PERFORMS
Event:B:222,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:222,Enterprise:Enterprise0,TARGETS
Event:R:220,Event:B:222,TRIGGERS
Agent:Red,Event:R:223,PERFORMS
Event:R:223,ATTACK:T1210,USES_TECHNIQUE
Event:R:223,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:223,PERFORMS
Event:B:223,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:224,PERFORMS
Event:R:224,ATTACK:T1068,USES_TECHNIQUE
Event:R:224,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:224,PERFORMS
Event:B:224,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:224,Enterprise:Enterprise0,TARGETS
Event:R:222,Event:B:224,TRIGGERS
Agent:Red,Event:R:225,PERFORMS
Event:R:225,ATTACK:T1210,USES_TECHNIQUE
Event:R:225,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:225,PERFORMS
Event:B:225,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:226,PERFORMS
Event:R:226,ATTACK:T1068,USES_TECHNIQUE
Event:R:226,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:226,PERFORMS
Event:B:226,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:226,Enterprise:Enterprise0,TARGETS
Event:R:224,Event:B:226,TRIGGERS
Agent:Red,Event:R:227,PERFORMS
Event:R:227,ATTACK:T1210,USES_TECHNIQUE
Event:R:227,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:227,PERFORMS
Event:B:227,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:228,PERFORMS
Event:R:228,ATTACK:T1068,USES_TECHNIQUE
Event:R:228,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:228,PERFORMS
Event:B:228,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:228,Enterprise:Enterprise0,TARGETS
Event:R:226,Event:B:228,TRIGGERS
Agent:Red,Event:R:229,PERFORMS
Event:R:229,ATTACK:T1210,USES_TECHNIQUE
Event:R:229,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:229,PERFORMS
Event:B:229,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:230,PERFORMS
Event:R:230,ATTACK:T1068,USES_TECHNIQUE
Event:R:230,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:230,PERFORMS
Event:B:230,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:230,Enterprise:Enterprise0,TARGETS
Event:R:228,Event:B:230,TRIGGERS
Agent:Red,Event:R:231,PERFORMS
Event:R:231,ATTACK:T1210,USES_TECHNIQUE
Event:R:231,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:231,PERFORMS
Event:B:231,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:232,PERFORMS
Event:R:232,ATTACK:T1068,USES_TECHNIQUE
Event:R:232,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:232,PERFORMS
Event:B:232,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:232,Enterprise:Enterprise0,TARGETS
Event:R:230,Event:B:232,TRIGGERS
Agent:Red,Event:R:233,PERFORMS
Event:R:233,ATTACK:T1210,USES_TECHNIQUE
Event:R:233,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:233,PERFORMS
Event:B:233,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:234,PERFORMS
Event:R:234,ATTACK:T1068,USES_TECHNIQUE
Event:R:234,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:234,PERFORMS
Event:B:234,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:234,Enterprise:Enterprise0,TARGETS
Event:R:232,Event:B:234,TRIGGERS
Agent:Red,Event:R:235,PERFORMS
Event:R:235,ATTACK:T1210,USES_TECHNIQUE
Event:R:235,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:235,PERFORMS
Event:B:235,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:236,PERFORMS
Event:R:236,ATTACK:T1068,USES_TECHNIQUE
Event:R:236,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:236,PERFORMS
Event:B:236,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:236,Enterprise:Enterprise0,TARGETS
Event:R:234,Event:B:236,TRIGGERS
Agent:Red,Event:R:237,PERFORMS
Event:R:237,ATTACK:T1210,USES_TECHNIQUE
Event:R:237,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:237,PERFORMS
Event:B:237,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:238,PERFORMS
Event:R:238,ATTACK:T1068,USES_TECHNIQUE
Event:R:238,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:238,PERFORMS
Event:B:238,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:238,Enterprise:Enterprise0,TARGETS
Event:R:236,Event:B:238,TRIGGERS
Agent:Red,Event:R:239,PERFORMS
Event:R:239,ATTACK:T1210,USES_TECHNIQUE
Event:R:239,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:239,PERFORMS
Event:B:239,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:240,PERFORMS
Event:R:240,ATTACK:T1068,USES_TECHNIQUE
Event:R:240,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:240,PERFORMS
Event:B:240,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:240,Enterprise:Enterprise0,TARGETS
Event:R:238,Event:B:240,TRIGGERS
Agent:Red,Event:R:241,PERFORMS
Event:R:241,ATTACK:T1210,USES_TECHNIQUE
Event:R:241,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:241,PERFORMS
Event:B:241,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:242,PERFORMS
Event:R:242,ATTACK:T1068,USES_TECHNIQUE
Event:R:242,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:242,PERFORMS
Event:B:242,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:242,Enterprise:Enterprise0,TARGETS
Event:R:240,Event:B:242,TRIGGERS
Agent:Red,Event:R:243,PERFORMS
Event:R:243,ATTACK:T1210,USES_TECHNIQUE
Event:R:243,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:243,PERFORMS
Event:B:243,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:244,PERFORMS
Event:R:244,ATTACK:T1068,USES_TECHNIQUE
Event:R:244,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:244,PERFORMS
Event:B:244,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:244,Enterprise:Enterprise0,TARGETS
Event:R:242,Event:B:244,TRIGGERS
Agent:Red,Event:R:245,PERFORMS
Event:R:245,ATTACK:T1210,USES_TECHNIQUE
Event:R:245,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:245,PERFORMS
Event:B:245,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:246,PERFORMS
Event:R:246,ATTACK:T1068,USES_TECHNIQUE
Event:R:246,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:246,PERFORMS
Event:B:246,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:246,Enterprise:Enterprise0,TARGETS
Event:R:244,Event:B:246,TRIGGERS
Agent:Red,Event:R:247,PERFORMS
Event:R:247,ATTACK:T1210,USES_TECHNIQUE
Event:R:247,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:247,PERFORMS
Event:B:247,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:248,PERFORMS
Event:R:248,ATTACK:T1068,USES_TECHNIQUE
Event:R:248,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:248,PERFORMS
Event:B:248,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:248,Enterprise:Enterprise0,TARGETS
Event:R:246,Event:B:248,TRIGGERS
Agent:Red,Event:R:249,PERFORMS
Event:R:249,ATTACK:T1210,USES_TECHNIQUE
Event:R:249,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:249,PERFORMS
Event:B:249,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:250,PERFORMS
Event:R:250,ATTACK:T1068,USES_TECHNIQUE
Event:R:250,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:250,PERFORMS
Event:B:250,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:250,Enterprise:Enterprise0,TARGETS
Event:R:248,Event:B:250,TRIGGERS
Agent:Red,Event:R:251,PERFORMS
Event:R:251,ATTACK:T1210,USES_TECHNIQUE
Event:R:251,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:251,PERFORMS
Event:B:251,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:252,PERFORMS
Event:R:252,ATTACK:T1068,USES_TECHNIQUE
Event:R:252,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:252,PERFORMS
Event:B:252,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:252,Enterprise:Enterprise0,TARGETS
Event:R:250,Event:B:252,TRIGGERS
Agent:Red,Event:R:253,PERFORMS
Event:R:253,ATTACK:T1210,USES_TECHNIQUE
Event:R:253,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:253,PERFORMS
Event:B:253,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:254,PERFORMS
Event:R:254,ATTACK:T1068,USES_TECHNIQUE
Event:R:254,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:254,PERFORMS
Event:B:254,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:254,Enterprise:Enterprise0,TARGETS
Event:R:252,Event:B:254,TRIGGERS
Agent:Red,Event:R:255,PERFORMS
Event:R:255,ATTACK:T1210,USES_TECHNIQUE
Event:R:255,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:255,PERFORMS
Event:B:255,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:256,PERFORMS
Event:R:256,ATTACK:T1068,USES_TECHNIQUE
Event:R:256,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:256,PERFORMS
Event:B:256,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:256,Enterprise:Enterprise0,TARGETS
Event:R:254,Event:B:256,TRIGGERS
Agent:Red,Event:R:257,PERFORMS
Event:R:257,ATTACK:T1210,USES_TECHNIQUE
Event:R:257,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:257,PERFORMS
Event:B:257,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:258,PERFORMS
Event:R:258,ATTACK:T1068,USES_TECHNIQUE
Event:R:258,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:258,PERFORMS
Event:B:258,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:258,Enterprise:Enterprise0,TARGETS
Event:R:256,Event:B:258,TRIGGERS
Agent:Red,Event:R:259,PERFORMS
Event:R:259,ATTACK:T1210,USES_TECHNIQUE
Event:R:259,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:259,PERFORMS
Event:B:259,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:260,PERFORMS
Event:R:260,ATTACK:T1068,USES_TECHNIQUE
Event:R:260,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:260,PERFORMS
Event:B:260,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:260,Enterprise:Enterprise0,TARGETS
Event:R:258,Event:B:260,TRIGGERS
Agent:Red,Event:R:261,PERFORMS
Event:R:261,ATTACK:T1210,USES_TECHNIQUE
Event:R:261,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:261,PERFORMS
Event:B:261,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:262,PERFORMS
Event:R:262,ATTACK:T1068,USES_TECHNIQUE
Event:R:262,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:262,PERFORMS
Event:B:262,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:262,Enterprise:Enterprise0,TARGETS
Event:R:260,Event:B:262,TRIGGERS
Agent:Red,Event:R:263,PERFORMS
Event:R:263,ATTACK:T1210,USES_TECHNIQUE
Event:R:263,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:263,PERFORMS
Event:B:263,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:264,PERFORMS
Event:R:264,ATTACK:T1068,USES_TECHNIQUE
Event:R:264,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:264,PERFORMS
Event:B:264,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:264,Enterprise:Enterprise0,TARGETS
Event:R:262,Event:B:264,TRIGGERS
Agent:Red,Event:R:265,PERFORMS
Event:R:265,ATTACK:T1210,USES_TECHNIQUE
Event:R:265,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:265,PERFORMS
Event:B:265,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:266,PERFORMS
Event:R:266,ATTACK:T1068,USES_TECHNIQUE
Event:R:266,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:266,PERFORMS
Event:B:266,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:266,Enterprise:Enterprise0,TARGETS
Event:R:264,Event:B:266,TRIGGERS
Agent:Red,Event:R:267,PERFORMS
Event:R:267,ATTACK:T1210,USES_TECHNIQUE
Event:R:267,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:267,PERFORMS
Event:B:267,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:268,PERFORMS
Event:R:268,ATTACK:T1068,USES_TECHNIQUE
Event:R:268,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:268,PERFORMS
Event:B:268,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:268,Enterprise:Enterprise0,TARGETS
Event:R:266,Event:B:268,TRIGGERS
Agent:Red,Event:R:269,PERFORMS
Event:R:269,ATTACK:T1210,USES_TECHNIQUE
Event:R:269,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:269,PERFORMS
Event:B:269,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:270,PERFORMS
Event:R:270,ATTACK:T1068,USES_TECHNIQUE
Event:R:270,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:270,PERFORMS
Event:B:270,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:270,Enterprise:Enterprise0,TARGETS
Event:R:268,Event:B:270,TRIGGERS
Agent:Red,Event:R:271,PERFORMS
Event:R:271,ATTACK:T1210,USES_TECHNIQUE
Event:R:271,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:271,PERFORMS
Event:B:271,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:272,PERFORMS
Event:R:272,ATTACK:T1068,USES_TECHNIQUE
Event:R:272,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:272,PERFORMS
Event:B:272,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:272,Enterprise:Enterprise0,TARGETS
Event:R:270,Event:B:272,TRIGGERS
Agent:Red,Event:R:273,PERFORMS
Event:R:273,ATTACK:T1210,USES_TECHNIQUE
Event:R:273,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:273,PERFORMS
Event:B:273,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:274,PERFORMS
Event:R:274,ATTACK:T1068,USES_TECHNIQUE
Event:R:274,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:274,PERFORMS
Event:B:274,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:274,Enterprise:Enterprise0,TARGETS
Event:R:272,Event:B:274,TRIGGERS
Agent:Red,Event:R:275,PERFORMS
Event:R:275,ATTACK:T1210,USES_TECHNIQUE
Event:R:275,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:275,PERFORMS
Event:B:275,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:276,PERFORMS
Event:R:276,ATTACK:T1068,USES_TECHNIQUE
Event:R:276,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:276,PERFORMS
